product_weight_g,product_length_cm,product_height_cm,product_width_cm,freight_value
150.0,21.0,3.0,18.0,15.1
4300.0,34.0,12.0,43.0,17.36
1500.0,49.0,7.0,40.0,17.86
100.0,19.0,5.0,13.0,15.23
3050.0,30.0,10.0,30.0,23.06
1250.0,16.0,10.0,16.0,19.15
200.0,16.0,16.0,16.0,18.23
2000.0,30.0,104.0,30.0,35.86
750.0,22.0,12.0,33.0,42.76
700.0,60.0,15.0,15.0,21.19
400.0,27.0,5.0,16.0,18.23
15500.0,40.0,60.0,25.0,87.65
2200.0,43.0,8.0,36.0,18.37
1150.0,105.0,13.0,13.0,15.96
300.0,23.0,11.0,16.0,8.88
200.0,16.0,7.0,11.0,16.79
1800.0,22.0,19.0,12.0,17.6
850.0,30.0,10.0,25.0,22.93
175.0,19.0,18.0,18.0,13.01
305.0,19.0,13.0,16.0,8.36
263.0,19.0,14.0,16.0,7.87
4300.0,20.0,24.0,21.0,17.15
5700.0,50.0,20.0,40.0,41.26
1200.0,34.0,17.0,28.0,41.26
15850.0,105.0,65.0,25.0,101.52
1400.0,25.0,25.0,25.0,17.02
300.0,26.0,11.0,11.0,13.35
463.0,16.0,13.0,15.0,20.12
350.0,26.0,36.0,11.0,8.68
2075.0,35.0,9.0,25.0,14.11
700.0,40.0,4.0,30.0,14.52
750.0,23.0,27.0,27.0,16.63
6500.0,59.0,10.0,35.0,16.93
500.0,35.0,35.0,11.0,34.15
125.0,41.0,15.0,55.0,8.78
2800.0,27.0,13.0,17.0,23.86
10300.0,40.0,40.0,30.0,18.5
625.0,30.0,19.0,22.0,15.68
700.0,18.0,8.0,16.0,17.78
1900.0,39.0,8.0,22.0,22.45
1150.0,45.0,10.0,45.0,22.69
100.0,25.0,2.0,17.0,8.27
1250.0,33.0,18.0,23.0,23.03
700.0,17.0,17.0,17.0,16.11
350.0,24.0,7.0,14.0,16.98
500.0,60.0,16.0,11.0,15.69
10850.0,16.0,2.0,11.0,15.53
7500.0,17.0,50.0,49.0,10.01
3500.0,22.0,10.0,22.0,38.28
2200.0,25.0,12.0,16.0,18.58
100.0,16.0,4.0,11.0,14.52
300.0,30.0,15.0,30.0,17.81
150.0,16.0,2.0,11.0,7.96
150.0,16.0,2.0,11.0,7.96
1400.0,26.0,7.0,26.0,15.11
6050.0,40.0,30.0,30.0,41.65
1100.0,30.0,4.0,20.0,18.04
2250.0,37.0,30.0,20.0,22.0
200.0,16.0,6.0,12.0,18.23
400.0,45.0,15.0,35.0,15.38
200.0,16.0,10.0,16.0,7.78
4200.0,77.0,4.0,47.0,13.37
500.0,20.0,20.0,20.0,14.1
200.0,20.0,2.0,14.0,21.15
2900.0,32.0,44.0,21.0,15.43
250.0,23.0,8.0,19.0,7.87
250.0,16.0,5.0,11.0,18.23
2500.0,36.0,40.0,36.0,18.27
800.0,25.0,25.0,25.0,8.18
50.0,25.0,25.0,25.0,8.17
500.0,30.0,10.0,30.0,29.02
10700.0,104.0,23.0,27.0,25.2
550.0,42.0,2.0,32.0,17.92
9080.0,57.0,24.0,45.0,27.39
1500.0,30.0,20.0,20.0,20.23
900.0,50.0,7.0,38.0,16.63
300.0,22.0,15.0,22.0,18.14
526.0,20.0,12.0,16.0,14.08
6300.0,30.0,45.0,40.0,25.47
800.0,41.0,3.0,32.0,19.53
100.0,16.0,22.0,11.0,11.85
300.0,16.0,2.0,11.0,8.72
200.0,19.0,4.0,11.0,7.39
1200.0,55.0,20.0,25.0,13.2
150.0,17.0,5.0,11.0,23.8
11650.0,54.0,20.0,54.0,36.31
900.0,16.0,6.0,20.0,9.63
250.0,16.0,5.0,11.0,19.7
6800.0,53.0,20.0,33.0,22.44
800.0,32.0,5.0,24.0,16.16
11400.0,65.0,15.0,70.0,25.7
3750.0,32.0,14.0,22.0,15.02
1000.0,29.0,29.0,19.0,15.66
3000.0,47.0,36.0,25.0,20.9
1900.0,41.0,45.0,11.0,24.59
451.0,16.0,12.0,15.0,12.63
400.0,30.0,10.0,20.0,14.52
100.0,16.0,10.0,16.0,17.78
6375.0,53.0,24.0,38.0,21.47
150.0,16.0,20.0,16.0,15.15
7300.0,33.0,30.0,44.0,11.75
50.0,27.0,13.0,17.0,18.23
1200.0,30.0,30.0,30.0,11.24
350.0,18.0,9.0,14.0,12.9
100.0,24.0,2.0,17.0,11.85
300.0,29.0,7.0,16.0,15.79
50.0,16.0,2.0,11.0,15.1
200.0,16.0,21.0,11.0,17.13
3300.0,78.0,11.0,55.0,15.95
850.0,16.0,10.0,16.0,12.79
300.0,16.0,6.0,11.0,16.72
200.0,20.0,11.0,11.0,22.06
2250.0,55.0,13.0,25.0,48.35
1900.0,19.0,15.0,13.0,18.21
8150.0,60.0,15.0,25.0,19.8
700.0,19.0,9.0,15.0,21.29
450.0,20.0,30.0,20.0,11.85
430.0,21.0,14.0,16.0,15.69
850.0,40.0,30.0,16.0,12.78
15150.0,43.0,38.0,43.0,119.63
1800.0,30.0,20.0,70.0,20.95
1800.0,30.0,20.0,70.0,20.95
650.0,45.0,15.0,35.0,15.63
1300.0,20.0,30.0,20.0,13.86
1750.0,20.0,20.0,20.0,18.27
7100.0,70.0,2.0,23.0,9.34
1400.0,22.0,12.0,33.0,29.45
5850.0,60.0,20.0,29.0,41.67
3900.0,19.0,20.0,15.0,19.8
775.0,36.0,5.0,29.0,8.29
13200.0,56.0,48.0,38.0,41.28
950.0,30.0,6.0,22.0,19.32
200.0,16.0,15.0,15.0,22.99
200.0,20.0,2.0,14.0,25.63
500.0,40.0,30.0,11.0,14.14
150.0,25.0,30.0,20.0,11.85
425.0,18.0,12.0,14.0,14.87
100.0,16.0,11.0,11.0,22.85
175.0,28.0,13.0,18.0,22.06
600.0,20.0,10.0,20.0,42.38
16000.0,80.0,60.0,11.0,17.58
225.0,16.0,6.0,11.0,12.09
400.0,26.0,14.0,12.0,12.69
300.0,50.0,4.0,40.0,24.84
600.0,16.0,2.0,11.0,7.78
667.0,27.0,19.0,20.0,14.2
850.0,28.0,5.0,21.0,19.36
850.0,48.0,16.0,35.0,19.36
6500.0,60.0,11.0,34.0,18.0
850.0,16.0,16.0,16.0,11.24
5150.0,20.0,16.0,16.0,26.21
1000.0,20.0,30.0,20.0,2.99
2200.0,34.0,8.0,44.0,9.44
6500.0,42.0,22.0,42.0,24.19
27300.0,66.0,23.0,51.0,26.55
600.0,16.0,63.0,33.0,10.96
160.0,18.0,8.0,13.0,2.16
400.0,20.0,10.0,20.0,14.1
100.0,16.0,11.0,11.0,15.38
300.0,16.0,16.0,16.0,18.72
2000.0,36.0,37.0,16.0,18.68
728.0,23.0,15.0,16.0,54.92
6550.0,32.0,20.0,21.0,34.52
300.0,17.0,20.0,12.0,7.98
490.0,19.0,15.0,15.0,8.3
600.0,20.0,20.0,20.0,9.44
700.0,27.0,15.0,22.0,11.85
375.0,20.0,12.0,15.0,23.56
3400.0,16.0,2.0,11.0,25.93
4000.0,35.0,35.0,20.0,13.87
1350.0,36.0,6.0,36.0,18.85
163.0,12.0,8.0,11.0,14.11
150.0,16.0,9.0,11.0,22.14
100.0,22.0,3.0,15.0,7.64
100.0,27.0,9.0,26.0,16.96
300.0,18.0,9.0,16.0,10.7
17300.0,51.0,51.0,41.0,76.73
5400.0,20.0,14.0,20.0,48.03
200.0,20.0,10.0,20.0,37.4
250.0,16.0,15.0,11.0,14.52
30000.0,55.0,75.0,61.0,186.45
2400.0,40.0,15.0,35.0,13.39
250.0,18.0,9.0,12.0,11.85
700.0,18.0,35.0,20.0,44.13
200.0,19.0,5.0,13.0,15.24
400.0,35.0,16.0,16.0,15.33
250.0,20.0,15.0,11.0,11.85
200.0,20.0,8.0,11.0,23.74
200.0,16.0,15.0,15.0,8.72
1500.0,50.0,16.0,30.0,19.07
100.0,17.0,11.0,12.0,12.79
400.0,37.0,15.0,27.0,15.1
950.0,38.0,12.0,28.0,35.74
300.0,20.0,6.0,15.0,7.63
100.0,17.0,9.0,20.0,12.48
900.0,24.0,20.0,23.0,16.53
200.0,16.0,11.0,20.0,13.25
900.0,19.0,19.0,14.0,27.1
1100.0,16.0,29.0,11.0,7.78
750.0,22.0,22.0,11.0,10.76
300.0,16.0,8.0,16.0,15.88
200.0,16.0,8.0,12.0,25.59
467.0,18.0,12.0,18.0,13.55
1200.0,20.0,12.0,15.0,11.86
173.0,17.0,12.0,14.0,16.79
2067.0,33.0,14.0,15.0,13.68
5100.0,46.0,20.0,46.0,18.95
2300.0,28.0,14.0,20.0,20.09
21100.0,27.0,27.0,27.0,20.4
250.0,16.0,11.0,14.0,19.28
650.0,26.0,5.0,25.0,11.54
150.0,16.0,5.0,16.0,13.01
200.0,19.0,5.0,13.0,14.1
700.0,23.0,16.0,20.0,16.37
300.0,20.0,6.0,13.0,12.69
500.0,23.0,13.0,16.0,13.52
1300.0,27.0,2.0,19.0,8.91
8400.0,46.0,44.0,28.0,47.31
100.0,16.0,5.0,16.0,14.24
500.0,25.0,10.0,18.0,15.11
5150.0,20.0,30.0,30.0,17.83
300.0,29.0,7.0,16.0,14.1
150.0,16.0,12.0,15.0,12.16
400.0,25.0,3.0,21.0,14.52
2300.0,40.0,20.0,40.0,14.06
200.0,16.0,2.0,11.0,18.23
150.0,18.0,10.0,12.0,7.49
200.0,16.0,12.0,11.0,5.18
200.0,20.0,12.0,20.0,5.19
2250.0,30.0,33.0,28.0,22.77
400.0,26.0,26.0,26.0,9.11
150.0,17.0,9.0,13.0,15.1
200.0,25.0,5.0,15.0,14.1
10500.0,38.0,31.0,16.0,18.49
253.0,21.0,16.0,21.0,18.8
250.0,19.0,19.0,14.0,36.09
17500.0,30.0,50.0,30.0,7.78
1500.0,38.0,10.0,38.0,18.05
4853.0,37.0,53.0,39.0,22.26
500.0,16.0,38.0,38.0,15.23
850.0,16.0,11.0,37.0,9.08
600.0,35.0,10.0,35.0,10.96
1150.0,55.0,19.0,46.0,8.82
633.0,69.0,7.0,12.0,27.42
1850.0,30.0,30.0,30.0,18.18
400.0,70.0,8.0,70.0,22.13
50.0,18.0,18.0,12.0,15.23
150.0,16.0,17.0,22.0,14.1
185.0,22.0,12.0,16.0,20.18
1600.0,18.0,34.0,27.0,18.16
706.0,32.0,8.0,38.0,16.76
4150.0,36.0,36.0,36.0,18.2
2500.0,48.0,38.0,20.0,34.26
4500.0,19.0,23.0,19.0,15.18
100.0,25.0,3.0,20.0,26.54
800.0,30.0,16.0,16.0,17.69
285.0,19.0,14.0,11.0,11.89
500.0,35.0,2.0,25.0,42.11
300.0,16.0,9.0,11.0,20.83
16000.0,32.0,72.0,32.0,43.38
650.0,24.0,5.0,18.0,13.71
1850.0,29.0,12.0,56.0,21.53
1000.0,25.0,6.0,20.0,13.42
14050.0,70.0,30.0,40.0,27.45
400.0,17.0,2.0,11.0,18.5
100.0,16.0,9.0,11.0,8.11
1800.0,40.0,6.0,30.0,13.96
350.0,40.0,4.0,30.0,12.79
3550.0,34.0,11.0,30.0,14.58
600.0,18.0,11.0,25.0,18.28
800.0,20.0,30.0,20.0,12.69
100.0,24.0,2.0,17.0,12.02
100.0,16.0,5.0,16.0,7.61
1700.0,16.0,36.0,13.0,15.1
2093.0,58.0,51.0,17.0,16.23
300.0,16.0,11.0,20.0,12.01
150.0,20.0,20.0,20.0,7.39
700.0,38.0,12.0,28.0,16.18
300.0,24.0,18.0,18.0,16.05
703.0,22.0,22.0,16.0,14.99
700.0,16.0,5.0,11.0,43.57
450.0,20.0,8.0,14.0,9.0
1100.0,23.0,16.0,13.0,21.6
200.0,16.0,2.0,11.0,15.1
950.0,32.0,5.0,30.0,19.32
650.0,17.0,27.0,27.0,20.61
750.0,27.0,9.0,18.0,16.18
850.0,60.0,8.0,33.0,17.95
1200.0,70.0,10.0,50.0,13.21
550.0,16.0,10.0,16.0,18.23
2500.0,20.0,20.0,20.0,2.4
467.0,47.0,4.0,35.0,11.1
5100.0,47.0,19.0,23.0,38.04
275.0,21.0,12.0,17.0,18.45
550.0,16.0,16.0,16.0,19.49
5350.0,38.0,30.0,28.0,44.42
200.0,16.0,9.0,11.0,20.25
200.0,16.0,5.0,11.0,8.1
100.0,16.0,5.0,11.0,8.1
200.0,16.0,9.0,20.0,20.25
3100.0,22.0,22.0,22.0,25.67
600.0,16.0,3.0,11.0,26.61
300.0,16.0,11.0,20.0,9.96
1900.0,19.0,16.0,16.0,24.83
1050.0,40.0,11.0,15.0,23.76
600.0,25.0,37.0,36.0,15.1
200.0,16.0,12.0,12.0,12.13
450.0,35.0,35.0,11.0,18.27
700.0,28.0,9.0,14.0,16.14
150.0,20.0,5.0,12.0,16.0
350.0,21.0,11.0,13.0,8.72
250.0,16.0,16.0,16.0,18.8
14000.0,62.0,47.0,32.0,66.34
21300.0,50.0,50.0,50.0,141.58
300.0,17.0,10.0,11.0,7.39
288.0,18.0,12.0,14.0,13.01
500.0,16.0,10.0,22.0,12.79
50.0,19.0,11.0,23.0,18.23
16000.0,45.0,15.0,25.0,15.86
550.0,17.0,15.0,15.0,6.19
300.0,16.0,3.0,11.0,15.51
350.0,30.0,14.0,11.0,12.79
600.0,23.0,16.0,23.0,15.37
1500.0,37.0,27.0,37.0,14.07
450.0,16.0,15.0,15.0,9.27
15400.0,40.0,60.0,40.0,33.73
500.0,68.0,8.0,13.0,9.74
300.0,23.0,4.0,12.0,15.1
6800.0,90.0,4.0,50.0,17.99
250.0,23.0,28.0,23.0,18.3
50.0,24.0,2.0,17.0,16.85
250.0,21.0,17.0,17.0,13.03
1350.0,35.0,9.0,35.0,12.07
375.0,16.0,13.0,14.0,22.92
743.0,20.0,13.0,14.0,13.95
1450.0,16.0,16.0,12.0,23.65
1750.0,28.0,20.0,28.0,11.51
100.0,20.0,3.0,17.0,37.12
3600.0,40.0,20.0,40.0,21.4
425.0,16.0,18.0,18.0,14.57
200.0,21.0,2.0,21.0,7.94
1125.0,18.0,18.0,16.0,9.18
3800.0,31.0,33.0,32.0,26.68
600.0,16.0,11.0,12.0,19.02
100.0,16.0,16.0,11.0,15.31
300.0,20.0,11.0,15.0,18.52
200.0,16.0,2.0,11.0,15.1
350.0,16.0,10.0,16.0,7.02
1250.0,43.0,15.0,38.0,35.12
3000.0,69.0,11.0,11.0,31.5
1400.0,40.0,7.0,34.0,14.58
28350.0,55.0,55.0,45.0,40.99
1200.0,25.0,25.0,25.0,24.08
500.0,20.0,12.0,13.0,14.45
200.0,30.0,2.0,21.0,7.94
22200.0,56.0,38.0,48.0,34.69
650.0,35.0,12.0,35.0,14.9
100.0,17.0,5.0,19.0,13.67
600.0,16.0,2.0,11.0,42.38
200.0,16.0,8.0,11.0,14.11
3400.0,45.0,11.0,47.0,12.37
1600.0,35.0,10.0,35.0,12.93
800.0,35.0,15.0,30.0,19.17
900.0,60.0,15.0,15.0,9.34
600.0,36.0,10.0,26.0,14.52
513.0,52.0,12.0,38.0,13.74
1150.0,35.0,14.0,29.0,27.41
2950.0,18.0,26.0,28.0,21.66
500.0,19.0,16.0,16.0,16.57
200.0,16.0,5.0,11.0,14.1
1000.0,50.0,12.0,12.0,18.59
2400.0,22.0,18.0,22.0,18.5
100.0,16.0,6.0,14.0,7.78
560.0,18.0,11.0,16.0,21.05
150.0,18.0,8.0,13.0,7.87
200.0,16.0,12.0,11.0,17.55
250.0,25.0,25.0,25.0,15.38
150.0,19.0,2.0,20.0,15.23
200.0,18.0,6.0,15.0,15.1
825.0,30.0,14.0,13.0,13.71
200.0,20.0,20.0,20.0,11.73
100.0,17.0,15.0,16.0,23.32
100.0,17.0,4.0,12.0,18.23
1700.0,40.0,10.0,40.0,19.02
1150.0,41.0,13.0,42.0,9.86
11600.0,65.0,40.0,40.0,22.16
4950.0,56.0,12.0,40.0,28.29
700.0,16.0,10.0,20.0,21.54
1100.0,35.0,5.0,11.0,67.33
300.0,45.0,15.0,35.0,11.85
100.0,40.0,15.0,35.0,11.85
365.0,44.0,16.0,18.0,10.37
30000.0,50.0,50.0,50.0,52.25
3100.0,35.0,35.0,35.0,21.3
300.0,40.0,25.0,25.0,17.17
2200.0,26.0,17.0,19.0,13.27
18100.0,63.0,30.0,44.0,36.7
12150.0,104.0,35.0,30.0,58.73
10250.0,45.0,19.0,36.0,20.99
250.0,17.0,4.0,12.0,7.39
1178.0,27.0,22.0,17.0,23.28
1300.0,26.0,8.0,22.0,15.25
1450.0,69.0,11.0,11.0,43.28
1800.0,40.0,8.0,30.0,17.37
1400.0,16.0,2.0,11.0,17.6
1550.0,46.0,10.0,35.0,17.6
200.0,22.0,22.0,22.0,12.83
1200.0,50.0,2.0,37.0,23.06
450.0,19.0,24.0,19.0,17.54
850.0,45.0,10.0,20.0,19.58
450.0,16.0,19.0,11.0,15.1
2750.0,69.0,11.0,11.0,25.74
15200.0,16.0,10.0,16.0,12.2
500.0,16.0,11.0,12.0,15.42
183.0,17.0,8.0,16.0,7.51
1550.0,32.0,8.0,29.0,14.93
1100.0,76.0,18.0,13.0,16.39
397.0,16.0,19.0,14.0,11.73
2034.0,50.0,22.0,30.0,33.74
1450.0,38.0,31.0,24.0,14.85
200.0,22.0,3.0,15.0,7.83
200.0,16.0,8.0,11.0,8.13
300.0,25.0,8.0,18.0,21.78
1125.0,16.0,15.0,16.0,9.34
600.0,16.0,11.0,11.0,14.52
700.0,71.0,2.0,18.0,9.34
1400.0,22.0,12.0,33.0,17.84
400.0,30.0,15.0,15.0,18.33
1950.0,20.0,6.0,20.0,16.83
100.0,21.0,9.0,14.0,16.01
125.0,19.0,4.0,11.0,15.23
1067.0,27.0,6.0,27.0,15.98
367.0,18.0,14.0,17.0,7.89
725.0,35.0,28.0,25.0,10.23
1500.0,16.0,29.0,42.0,18.0
300.0,25.0,16.0,16.0,7.39
350.0,18.0,16.0,16.0,13.28
740.0,23.0,13.0,13.0,17.22
30000.0,61.0,70.0,65.0,113.38
1125.0,30.0,15.0,31.0,14.79
1300.0,25.0,13.0,20.0,29.79
400.0,17.0,17.0,19.0,16.21
550.0,17.0,26.0,17.0,25.63
1450.0,35.0,15.0,20.0,24.34
450.0,28.0,6.0,16.0,15.87
250.0,16.0,4.0,15.0,15.27
1100.0,25.0,25.0,15.0,12.89
125.0,21.0,12.0,11.0,15.5
200.0,16.0,14.0,13.0,15.33
8950.0,28.0,41.0,49.0,35.99
550.0,23.0,33.0,20.0,14.31
1850.0,67.0,10.0,40.0,17.4
1100.0,30.0,20.0,30.0,18.14
200.0,16.0,2.0,11.0,8.72
850.0,30.0,19.0,17.0,38.87
525.0,19.0,10.0,17.0,29.75
200.0,16.0,12.0,11.0,21.15
6900.0,31.0,51.0,26.0,15.72
450.0,35.0,3.0,28.0,8.29
3000.0,69.0,11.0,11.0,25.45
450.0,30.0,16.0,16.0,15.66
14900.0,58.0,28.0,58.0,105.84
2150.0,70.0,8.0,34.0,42.47
3400.0,21.0,25.0,20.0,21.48
1150.0,43.0,8.0,33.0,23.36
883.0,18.0,18.0,16.0,36.52
1500.0,39.0,14.0,26.0,13.69
13600.0,56.0,32.0,32.0,94.97
200.0,19.0,3.0,11.0,20.4
5950.0,53.0,43.0,11.0,17.1
12150.0,68.0,20.0,33.0,20.32
275.0,25.0,6.0,18.0,12.09
100.0,16.0,2.0,11.0,8.11
4300.0,30.0,10.0,48.0,38.96
1000.0,20.0,20.0,20.0,44.77
200.0,20.0,17.0,22.0,11.85
150.0,26.0,6.0,19.0,22.14
4800.0,23.0,21.0,22.0,15.81
50.0,16.0,16.0,12.0,22.11
1250.0,23.0,21.0,21.0,14.99
16100.0,50.0,30.0,45.0,49.79
450.0,41.0,8.0,31.0,18.23
900.0,46.0,8.0,11.0,13.25
100.0,16.0,6.0,12.0,14.1
1650.0,31.0,9.0,19.0,17.66
433.0,24.0,12.0,15.0,15.7
1742.0,17.0,11.0,17.0,25.09
400.0,17.0,8.0,17.0,14.08
100.0,16.0,5.0,16.0,14.24
9000.0,59.0,9.0,37.0,18.4
200.0,32.0,3.0,23.0,15.1
575.0,16.0,14.0,14.0,16.75
450.0,20.0,10.0,20.0,15.1
600.0,30.0,20.0,20.0,14.3
200.0,19.0,6.0,15.0,18.6
800.0,16.0,16.0,16.0,15.1
800.0,20.0,20.0,20.0,13.25
1300.0,40.0,20.0,30.0,17.9
50.0,24.0,2.0,17.0,18.55
744.0,19.0,14.0,13.0,18.33
17200.0,32.0,37.0,32.0,50.84
75.0,17.0,12.0,17.0,12.79
700.0,60.0,15.0,15.0,33.15
150.0,17.0,9.0,17.0,19.03
150.0,17.0,9.0,17.0,19.03
2146.0,42.0,11.0,36.0,18.0
15700.0,58.0,28.0,58.0,74.75
600.0,45.0,15.0,35.0,11.85
544.0,22.0,13.0,18.0,129.84
300.0,20.0,20.0,20.0,8.66
4147.0,35.0,29.0,16.0,17.62
7750.0,49.0,25.0,49.0,48.01
1100.0,69.0,11.0,11.0,18.62
6250.0,56.0,20.0,34.0,45.94
100.0,22.0,2.0,22.0,18.23
200.0,16.0,2.0,11.0,14.1
400.0,20.0,12.0,15.0,26.6
200.0,16.0,4.0,11.0,14.52
5962.0,35.0,57.0,52.0,21.84
600.0,39.0,12.0,12.0,19.68
300.0,24.0,18.0,18.0,14.94
1300.0,44.0,8.0,30.0,25.52
6700.0,50.0,20.0,40.0,16.53
2000.0,22.0,20.0,22.0,11.73
2250.0,40.0,8.0,30.0,27.44
100.0,16.0,4.0,14.0,15.23
150.0,16.0,17.0,11.0,7.58
300.0,20.0,8.0,26.0,9.24
1525.0,25.0,16.0,18.0,16.76
1200.0,45.0,20.0,38.0,16.01
950.0,37.0,29.0,28.0,27.48
200.0,16.0,12.0,11.0,12.79
1500.0,55.0,15.0,42.0,17.58
367.0,21.0,15.0,21.0,15.69
1500.0,50.0,10.0,40.0,15.58
200.0,19.0,18.0,15.0,12.79
2300.0,20.0,62.0,35.0,19.01
150.0,17.0,8.0,11.0,7.4
300.0,16.0,35.0,25.0,9.34
13600.0,58.0,28.0,58.0,33.33
1360.0,35.0,29.0,24.0,11.74
300.0,16.0,3.0,11.0,12.9
800.0,20.0,10.0,25.0,34.15
1400.0,105.0,10.0,20.0,19.59
850.0,17.0,20.0,17.0,20.34
6250.0,15.0,15.0,20.0,58.53
150.0,16.0,6.0,11.0,16.08
350.0,30.0,10.0,20.0,7.87
1450.0,42.0,25.0,15.0,43.02
450.0,40.0,7.0,20.0,16.15
1000.0,20.0,10.0,20.0,17.78
900.0,40.0,2.0,30.0,18.78
1550.0,40.0,15.0,32.0,17.3
300.0,16.0,20.0,20.0,12.92
650.0,19.0,12.0,13.0,18.88
900.0,35.0,10.0,35.0,18.26
13600.0,16.0,65.0,60.0,40.56
1450.0,50.0,5.0,50.0,7.49
500.0,16.0,16.0,16.0,15.98
500.0,37.0,6.0,12.0,16.17
3650.0,36.0,16.0,26.0,19.82
1075.0,17.0,21.0,17.0,17.6
300.0,20.0,3.0,20.0,8.65
1220.0,20.0,33.0,22.0,9.73
10100.0,19.0,48.0,27.0,75.06
270.0,17.0,14.0,13.0,15.23
1400.0,26.0,9.0,16.0,15.56
11450.0,45.0,35.0,45.0,73.38
200.0,16.0,15.0,15.0,7.78
3400.0,25.0,42.0,25.0,51.18
100.0,18.0,9.0,12.0,15.1
500.0,30.0,15.0,20.0,15.38
2000.0,80.0,20.0,20.0,14.17
158.0,16.0,5.0,16.0,7.67
1200.0,69.0,3.0,43.0,11.73
2500.0,65.0,8.0,45.0,31.91
350.0,36.0,13.0,16.0,37.17
75.0,16.0,7.0,16.0,7.96
4350.0,45.0,15.0,35.0,18.0
4350.0,40.0,25.0,33.0,11.18
350.0,18.0,15.0,15.0,20.38
3100.0,47.0,21.0,41.0,22.1
758.0,36.0,15.0,17.0,17.44
1150.0,37.0,9.0,30.0,14.65
600.0,16.0,12.0,16.0,18.73
6200.0,100.0,15.0,15.0,29.43
400.0,25.0,14.0,20.0,12.79
200.0,35.0,2.0,25.0,12.48
2400.0,35.0,10.0,30.0,16.05
200.0,17.0,4.0,12.0,18.53
500.0,46.0,16.0,66.0,15.1
12800.0,35.0,104.0,35.0,27.99
200.0,16.0,8.0,11.0,21.15
300.0,16.0,12.0,16.0,15.24
400.0,16.0,2.0,11.0,14.11
7100.0,41.0,40.0,40.0,27.5
475.0,17.0,14.0,14.0,13.08
1600.0,36.0,8.0,29.0,17.98
800.0,29.0,16.0,18.0,17.43
2653.0,53.0,15.0,36.0,12.44
200.0,25.0,10.0,20.0,8.0
650.0,25.0,10.0,20.0,7.98
500.0,30.0,15.0,25.0,7.98
10450.0,30.0,15.0,25.0,7.98
100.0,16.0,6.0,11.0,14.1
3950.0,33.0,14.0,33.0,27.61
500.0,16.0,15.0,15.0,8.33
250.0,21.0,10.0,17.0,14.31
1500.0,25.0,35.0,25.0,25.1
7750.0,40.0,15.0,63.0,18.27
700.0,30.0,10.0,25.0,12.91
567.0,16.0,8.0,11.0,38.3
14250.0,38.0,64.0,49.0,133.87
4600.0,20.0,9.0,17.0,34.84
1525.0,15.0,11.0,15.0,15.07
1400.0,42.0,11.0,36.0,15.0
350.0,17.0,4.0,12.0,37.04
1375.0,23.0,14.0,16.0,23.42
18650.0,45.0,50.0,45.0,67.4
4750.0,56.0,11.0,32.0,13.51
500.0,16.0,2.0,11.0,15.2
6143.0,24.0,13.0,14.0,44.68
500.0,18.0,12.0,18.0,16.12
200.0,16.0,7.0,11.0,16.79
450.0,30.0,6.0,19.0,18.42
1775.0,36.0,7.0,24.0,17.06
303.0,14.0,14.0,28.0,11.85
1050.0,20.0,20.0,20.0,16.08
600.0,38.0,7.0,30.0,9.02
250.0,16.0,11.0,11.0,8.41
500.0,30.0,10.0,11.0,15.24
54.0,22.0,2.0,15.0,7.39
401.0,19.0,8.0,16.0,11.55
150.0,18.0,8.0,14.0,7.39
200.0,16.0,2.0,20.0,15.1
800.0,38.0,20.0,16.0,12.69
350.0,20.0,18.0,18.0,12.79
350.0,44.0,17.0,30.0,23.45
950.0,16.0,2.0,11.0,19.89
400.0,47.0,3.0,37.0,17.1
4800.0,25.0,8.0,25.0,6.93
8950.0,32.0,10.0,32.0,69.33
9300.0,31.0,58.0,31.0,86.23
675.0,19.0,13.0,13.0,36.01
9000.0,16.0,16.0,16.0,18.83
900.0,20.0,7.0,23.0,15.66
200.0,20.0,5.0,25.0,18.23
850.0,35.0,15.0,15.0,13.12
2400.0,41.0,26.0,31.0,21.18
1400.0,40.0,40.0,30.0,13.93
1700.0,65.0,6.0,48.0,42.69
20500.0,58.0,28.0,58.0,74.16
6867.0,41.0,18.0,41.0,22.04
300.0,19.0,10.0,15.0,19.25
900.0,16.0,7.0,11.0,8.65
2600.0,56.0,11.0,41.0,21.45
3000.0,69.0,11.0,11.0,15.65
13250.0,43.0,67.0,27.0,58.02
350.0,22.0,13.0,15.0,12.69
12000.0,80.0,25.0,25.0,46.12
638.0,20.0,16.0,16.0,24.51
300.0,16.0,2.0,20.0,18.23
400.0,16.0,11.0,11.0,15.85
300.0,20.0,8.0,16.0,14.52
150.0,22.0,17.0,14.0,12.79
150.0,16.0,7.0,11.0,23.55
250.0,17.0,14.0,15.0,12.99
1100.0,31.0,5.0,31.0,18.29
1800.0,47.0,21.0,41.0,21.15
2100.0,16.0,2.0,11.0,21.15
900.0,42.0,25.0,15.0,18.36
130.0,16.0,13.0,13.0,15.1
1400.0,22.0,12.0,33.0,17.46
1400.0,22.0,12.0,33.0,17.46
750.0,22.0,12.0,33.0,18.71
14150.0,34.0,34.0,56.0,23.24
2150.0,43.0,13.0,33.0,36.9
1300.0,66.0,9.0,16.0,16.06
1300.0,68.0,3.0,45.0,18.38
800.0,22.0,5.0,14.0,17.78
733.0,34.0,32.0,27.0,0.01
30000.0,43.0,72.0,43.0,125.78
125.0,16.0,7.0,16.0,19.04
10000.0,30.0,20.0,30.0,82.48
